Change Document Object,Object Value,Document Number,User,Date,Time,Transaction Code,Change number,Document Number,Created from Planned,Change Flag for Application Object,Language Key,3-Byte field,Data Filter Value for Data Aging
SETS,01060001P0001,887796,SAP_WFRT,2/26/2019,4:46:01 PM,,,,,U,EN,000,
SETS,01060001P0001,887797,SAP_WFRT,2/26/2019,4:46:01 PM,,,,,U,EN,000,
SETS,01060001P0001,887847,SAP_WFRT,2/26/2019,4:46:17 PM,,,,,U,EN,000,
SETS,01060001P0001,887848,SAP_WFRT,2/26/2019,4:46:17 PM,,,,,U,EN,000,
SETS,01060001P0001,887898,SAP_WFRT,2/26/2019,4:46:34 PM,,,,,U,EN,000,
SETS,01060001P0001,887899,SAP_WFRT,2/26/2019,4:46:34 PM,,,,,U,EN,000,
SETS,01060001P0001,887907,SAP_WFRT,2/26/2019,4:46:37 PM,,,,,U,EN,000,
SETS,01060001P0001,887908,SAP_WFRT,2/26/2019,4:46:37 PM,,,,,U,EN,000,
SETS,01060001P0001,887922,SAP_WFRT,2/26/2019,4:46:42 PM,,,,,U,EN,000,
SETS,01060001P0001,887923,SAP_WFRT,2/26/2019,4:46:42 PM,,,,,U,EN,000,
SETS,01060001P0001,887925,SAP_WFRT,2/26/2019,4:46:42 PM,,,,,U,EN,000,
SETS,01060001P0001,887926,SAP_WFRT,2/26/2019,4:46:43 PM,,,,,U,EN,000,
SETS,01060001P0001,887928,SAP_WFRT,2/26/2019,4:46:43 PM,,,,,U,EN,000,
SETS,01060001P0001,887929,SAP_WFRT,2/26/2019,4:46:43 PM,,,,,U,EN,000,
SETS,01060001P0001,887979,SAP_WFRT,2/26/2019,4:47:00 PM,,,,,U,EN,000,
SETS,01060001P0001,887980,SAP_WFRT,2/26/2019,4:47:00 PM,,,,,U,EN,000,
SETS,01060001P0001,887997,SAP_WFRT,2/26/2019,4:47:05 PM,,,,,U,EN,000,
SETS,01060001P0001,887998,SAP_WFRT,2/26/2019,4:47:05 PM,,,,,U,EN,000,
SETS,01060001P0001,888003,SAP_WFRT,2/26/2019,4:47:07 PM,,,,,U,EN,000,
SETS,01060001P0001,888004,SAP_WFRT,2/26/2019,4:47:07 PM,,,,,U,EN,000,
SETS,01060001P0001,888039,SAP_WFRT,2/26/2019,4:47:19 PM,,,,,U,EN,000,
SETS,01060001P0001,888040,SAP_WFRT,2/26/2019,4:47:19 PM,,,,,U,EN,000,
SETS,01060001P0001,888042,SAP_WFRT,2/26/2019,4:47:19 PM,,,,,U,EN,000,
SETS,01060001P0001,888055,SAP_WFRT,2/26/2019,4:47:24 PM,,,,,U,EN,000,
SETS,01060001P0001,888057,SAP_WFRT,2/26/2019,4:47:24 PM,,,,,U,EN,000,
SETS,01060001P0001,888058,SAP_WFRT,2/26/2019,4:47:24 PM,,,,,U,EN,000,
SETS,01060001P0001,888060,SAP_WFRT,2/26/2019,4:47:25 PM,,,,,U,EN,000,
SETS,01060001P0001,888061,SAP_WFRT,2/26/2019,4:47:25 PM,,,,,U,EN,000,
SETS,01060001P0001,888078,SAP_WFRT,2/26/2019,4:47:31 PM,,,,,U,EN,000,
SETS,01060001P0001,888079,SAP_WFRT,2/26/2019,4:47:31 PM,,,,,U,EN,000,
SETS,01060001P0001,888159,SAP_WFRT,2/26/2019,4:47:58 PM,,,,,U,EN,000,
SETS,01060001P0001,888160,SAP_WFRT,2/26/2019,4:47:58 PM,,,,,U,EN,000,
SETS,01060001P0001,888162,SAP_WFRT,2/26/2019,4:47:59 PM,,,,,U,EN,000,
SETS,01060001P0001,888163,SAP_WFRT,2/26/2019,4:47:59 PM,,,,,U,EN,000,
SETS,01060001P0001,888231,SAP_WFRT,2/26/2019,4:48:21 PM,,,,,U,EN,000,
SETS,01060001P0001,888232,SAP_WFRT,2/26/2019,4:48:21 PM,,,,,U,EN,000,
SETS,01060001P0001,888237,SAP_WFRT,2/26/2019,4:48:23 PM,,,,,U,EN,000,
SETS,01060001P0001,888238,SAP_WFRT,2/26/2019,4:48:23 PM,,,,,U,EN,000,
SETS,01060001P0001,888240,SAP_WFRT,2/26/2019,4:48:24 PM,,,,,U,EN,000,
SETS,01060001P0001,888241,SAP_WFRT,2/26/2019,4:48:24 PM,,,,,U,EN,000,
SETS,01060001P0001,888243,SAP_WFRT,2/26/2019,4:48:25 PM,,,,,U,EN,000,
SETS,01060001P0001,888244,SAP_WFRT,2/26/2019,4:48:25 PM,,,,,U,EN,000,
SETS,01060001P0001,888270,SAP_WFRT,2/26/2019,4:48:34 PM,,,,,U,EN,000,
SETS,01060001P0001,888271,SAP_WFRT,2/26/2019,4:48:34 PM,,,,,U,EN,000,
SETS,01060001P0001,888273,SAP_WFRT,2/26/2019,4:48:34 PM,,,,,U,EN,000,
SETS,01060001P0001,888297,SAP_WFRT,2/26/2019,4:48:42 PM,,,,,U,EN,000,
SETS,01060001P0001,888298,SAP_WFRT,2/26/2019,4:48:42 PM,,,,,U,EN,000,
SETS,01060001P0001,888303,SAP_WFRT,2/26/2019,4:48:44 PM,,,,,U,EN,000,
SETS,01060001P0001,888304,SAP_WFRT,2/26/2019,4:48:44 PM,,,,,U,EN,000,
SETS,01060001P0001,888324,SAP_WFRT,2/26/2019,4:48:51 PM,,,,,U,EN,000,
SETS,01060001P0001,888325,SAP_WFRT,2/26/2019,4:48:51 PM,,,,,U,EN,000,
SETS,01060001P0001,888348,SAP_WFRT,2/26/2019,4:48:59 PM,,,,,U,EN,000,
SETS,01060001P0001,888349,SAP_WFRT,2/26/2019,4:48:59 PM,,,,,U,EN,000,
SETS,01060001P0001,888360,SAP_WFRT,2/26/2019,4:49:03 PM,,,,,U,EN,000,
SETS,01060001P0001,888361,SAP_WFRT,2/26/2019,4:49:03 PM,,,,,U,EN,000,
SETS,01060001P0001,888363,SAP_WFRT,2/26/2019,4:49:03 PM,,,,,U,EN,000,
SETS,01060001P0001,888378,SAP_WFRT,2/26/2019,4:49:08 PM,,,,,U,EN,000,
SETS,01060001P0001,888379,SAP_WFRT,2/26/2019,4:49:08 PM,,,,,U,EN,000,
SETS,01060001P0001,888423,SAP_WFRT,2/26/2019,4:49:23 PM,,,,,U,EN,000,
SETS,01060001P0001,888424,SAP_WFRT,2/26/2019,4:49:23 PM,,,,,U,EN,000,
SETS,01060001P0001,888429,SAP_WFRT,2/26/2019,4:49:25 PM,,,,,U,EN,000,
SETS,01060001P0001,888430,SAP_WFRT,2/26/2019,4:49:25 PM,,,,,U,EN,000,
SETS,01060001P0001,888435,SAP_WFRT,2/26/2019,4:49:27 PM,,,,,U,EN,000,
SETS,01060001P0001,888436,SAP_WFRT,2/26/2019,4:49:27 PM,,,,,U,EN,000,
SETS,01060001P0001,888456,SAP_WFRT,2/26/2019,4:49:34 PM,,,,,U,EN,000,
SETS,01060001P0001,888457,SAP_WFRT,2/26/2019,4:49:34 PM,,,,,U,EN,000,
SETS,01060001P0001,888459,SAP_WFRT,2/26/2019,4:49:34 PM,,,,,U,EN,000,
SETS,01060001P0001,888460,SAP_WFRT,2/26/2019,4:49:34 PM,,,,,U,EN,000,
SETS,01060001P0001,888489,SAP_WFRT,2/26/2019,4:49:44 PM,,,,,U,EN,000,
SETS,01060001P0001,888490,SAP_WFRT,2/26/2019,4:49:44 PM,,,,,U,EN,000,
SETS,01060001P0001,888516,SAP_WFRT,2/26/2019,4:49:53 PM,,,,,U,EN,000,
SETS,01060001P0001,888517,SAP_WFRT,2/26/2019,4:49:53 PM,,,,,U,EN,000,
SETS,01060001P0001,888567,SAP_WFRT,2/26/2019,4:50:09 PM,,,,,U,EN,000,
SETS,01060001P0001,888568,SAP_WFRT,2/26/2019,4:50:09 PM,,,,,U,EN,000,
SETS,01060001P0001,888591,SAP_WFRT,2/26/2019,4:50:17 PM,,,,,U,EN,000,
SETS,01060001P0001,888592,SAP_WFRT,2/26/2019,4:50:17 PM,,,,,U,EN,000,
SETS,01060001P0001,888643,SAP_WFRT,2/26/2019,4:50:34 PM,,,,,U,EN,000,
SETS,01060001P0001,888645,SAP_WFRT,2/26/2019,4:50:34 PM,,,,,U,EN,000,
SETS,01060001P0001,888717,SAP_WFRT,2/26/2019,4:50:58 PM,,,,,U,EN,000,
SETS,01060001P0001,888718,SAP_WFRT,2/26/2019,4:50:58 PM,,,,,U,EN,000,
SETS,01060001P0001,888756,SAP_WFRT,2/26/2019,4:51:10 PM,,,,,U,EN,000,
SETS,01060001P0001,888757,SAP_WFRT,2/26/2019,4:51:10 PM,,,,,U,EN,000,
SETS,01060001P0001,888774,SAP_WFRT,2/26/2019,4:51:16 PM,,,,,U,EN,000,
SETS,01060001P0001,888775,SAP_WFRT,2/26/2019,4:51:16 PM,,,,,U,EN,000,
SETS,01060001P0001,888810,SAP_WFRT,2/26/2019,4:51:28 PM,,,,,U,EN,000,
SETS,01060001P0001,888811,SAP_WFRT,2/26/2019,4:51:28 PM,,,,,U,EN,000,
SETS,01060001P0001,888876,SAP_WFRT,2/26/2019,4:51:49 PM,,,,,U,EN,000,
SETS,01060001P0001,888877,SAP_WFRT,2/26/2019,4:51:49 PM,,,,,U,EN,000,
SETS,01060001P0001,888942,SAP_WFRT,2/26/2019,4:52:11 PM,,,,,U,EN,000,
SETS,01060001P0001,888943,SAP_WFRT,2/26/2019,4:52:11 PM,,,,,U,EN,000,
SETS,01060001P0001,888951,SAP_WFRT,2/26/2019,4:52:14 PM,,,,,U,EN,000,
SETS,01060001P0001,888952,SAP_WFRT,2/26/2019,4:52:14 PM,,,,,U,EN,000,
SETS,01060001P0001,888999,SAP_WFRT,2/26/2019,4:52:30 PM,,,,,U,EN,000,
SETS,01060001P0001,889000,SAP_WFRT,2/26/2019,4:52:30 PM,,,,,U,EN,000,
SETS,01060001P0001,889017,SAP_WFRT,2/26/2019,4:52:36 PM,,,,,U,EN,000,
SETS,01060001P0001,889018,SAP_WFRT,2/26/2019,4:52:36 PM,,,,,U,EN,000,
SETS,01060001P0001,889029,SAP_WFRT,2/26/2019,4:52:40 PM,,,,,U,EN,000,
SETS,01060001P0001,889030,SAP_WFRT,2/26/2019,4:52:40 PM,,,,,U,EN,000,
SETS,01060001P0001,889035,SAP_WFRT,2/26/2019,4:52:42 PM,,,,,U,EN,000,
SETS,01060001P0001,889036,SAP_WFRT,2/26/2019,4:52:42 PM,,,,,U,EN,000,
SETS,01060001P0001,889041,SAP_WFRT,2/26/2019,4:52:44 PM,,,,,U,EN,000,
SETS,01060001P0001,889042,SAP_WFRT,2/26/2019,4:52:44 PM,,,,,U,EN,000,
SETS,01060001P0001,889047,SAP_WFRT,2/26/2019,4:52:46 PM,,,,,U,EN,000,
SETS,01060001P0001,889048,SAP_WFRT,2/26/2019,4:52:46 PM,,,,,U,EN,000,
SETS,01060001P0001,889050,SAP_WFRT,2/26/2019,4:52:47 PM,,,,,U,EN,000,
SETS,01060001P0001,889051,SAP_WFRT,2/26/2019,4:52:47 PM,,,,,U,EN,000,
SETS,01060001P0001,889059,SAP_WFRT,2/26/2019,4:52:50 PM,,,,,U,EN,000,
SETS,01060001P0001,889060,SAP_WFRT,2/26/2019,4:52:50 PM,,,,,U,EN,000,
SETS,01060001P0001,889062,SAP_WFRT,2/26/2019,4:52:50 PM,,,,,U,EN,000,
SETS,01060001P0001,889074,SAP_WFRT,2/26/2019,4:52:54 PM,,,,,U,EN,000,
SETS,01060001P0001,889075,SAP_WFRT,2/26/2019,4:52:54 PM,,,,,U,EN,000,
SETS,01060001P0001,889086,SAP_WFRT,2/26/2019,4:52:58 PM,,,,,U,EN,000,
SETS,01060001P0001,889087,SAP_WFRT,2/26/2019,4:52:58 PM,,,,,U,EN,000,
SETS,01060001P0001,889089,SAP_WFRT,2/26/2019,4:52:59 PM,,,,,U,EN,000,
SETS,01060001P0001,889090,SAP_WFRT,2/26/2019,4:52:59 PM,,,,,U,EN,000,
SETS,01060001P0001,889098,SAP_WFRT,2/26/2019,4:53:02 PM,,,,,U,EN,000,
SETS,01060001P0001,889099,SAP_WFRT,2/26/2019,4:53:02 PM,,,,,U,EN,000,
SETS,01060001P0001,889104,SAP_WFRT,2/26/2019,4:53:04 PM,,,,,U,EN,000,
SETS,01060001P0001,889105,SAP_WFRT,2/26/2019,4:53:04 PM,,,,,U,EN,000,
SETS,01060001P0001,889137,SAP_WFRT,2/26/2019,4:53:15 PM,,,,,U,EN,000,
SETS,01060001P0001,889138,SAP_WFRT,2/26/2019,4:53:15 PM,,,,,U,EN,000,
SETS,01060001P0001,889143,SAP_WFRT,2/26/2019,4:53:17 PM,,,,,U,EN,000,
SETS,01060001P0001,889144,SAP_WFRT,2/26/2019,4:53:17 PM,,,,,U,EN,000,
SETS,01060001P0001,889146,SAP_WFRT,2/26/2019,4:53:17 PM,,,,,U,EN,000,
SETS,01060001P0001,889147,SAP_WFRT,2/26/2019,4:53:17 PM,,,,,U,EN,000,
SETS,01060001P0001,889153,SAP_WFRT,2/26/2019,4:53:20 PM,,,,,U,EN,000,
SETS,01060001P0001,889155,SAP_WFRT,2/26/2019,4:53:20 PM,,,,,U,EN,000,
SETS,01060001P0001,889156,SAP_WFRT,2/26/2019,4:53:20 PM,,,,,U,EN,000,
SETS,01060001P0001,889513,SAP_WFRT,2/26/2019,4:55:17 PM,,,,,U,EN,000,
SETS,01060001P0001,889515,SAP_WFRT,2/26/2019,4:55:17 PM,,,,,U,EN,000,
SETS,01060001P0001,889516,SAP_WFRT,2/26/2019,4:55:17 PM,,,,,U,EN,000,
SETS,01060001P0001,889678,SAP_WFRT,2/26/2019,4:56:10 PM,,,,,U,EN,000,
SETS,01060001P0001,889680,SAP_WFRT,2/26/2019,4:56:10 PM,,,,,U,EN,000,
SETS,01060001P0001,889681,SAP_WFRT,2/26/2019,4:56:10 PM,,,,,U,EN,000,
SETS,01060001P0001,889803,SAP_WFRT,2/26/2019,4:56:51 PM,,,,,U,EN,000,
SETS,01060001P0001,889804,SAP_WFRT,2/26/2019,4:56:51 PM,,,,,U,EN,000,
SETS,01060001P0001,889806,SAP_WFRT,2/26/2019,4:56:51 PM,,,,,U,EN,000,
SETS,01060001P0001,890085,SAP_WFRT,2/26/2019,4:58:22 PM,,,,,U,EN,000,
SETS,01060001P0001,890086,SAP_WFRT,2/26/2019,4:58:22 PM,,,,,U,EN,000,
SETS,01060001P0001,890088,SAP_WFRT,2/26/2019,4:58:22 PM,,,,,U,EN,000,
SETS,01060001P0001,890092,SAP_WFRT,2/26/2019,4:58:24 PM,,,,,U,EN,000,
SETS,01060001P0001,890094,SAP_WFRT,2/26/2019,4:58:24 PM,,,,,U,EN,000,
SETS,01060001P0001,890095,SAP_WFRT,2/26/2019,4:58:24 PM,,,,,U,EN,000,
SETS,01060001P0001,890461,SAP_WFRT,2/26/2019,5:00:23 PM,,,,,U,EN,000,
SETS,01060001P0001,890463,SAP_WFRT,2/26/2019,5:00:23 PM,,,,,U,EN,000,
SETS,01060001P0001,890464,SAP_WFRT,2/26/2019,5:00:23 PM,,,,,U,EN,000,
SETS,01060001P0001,890745,SAP_WFRT,2/26/2019,5:01:55 PM,,,,,U,EN,000,
SETS,01060001P0001,890746,SAP_WFRT,2/26/2019,5:01:55 PM,,,,,U,EN,000,
SETS,01060001P0001,890748,SAP_WFRT,2/26/2019,5:01:55 PM,,,,,U,EN,000,
SETS,01060001P0001,890770,SAP_WFRT,2/26/2019,5:02:03 PM,,,,,U,EN,000,
SETS,01060001P0001,890772,SAP_WFRT,2/26/2019,5:02:03 PM,,,,,U,EN,000,
SETS,01060001P0001,890773,SAP_WFRT,2/26/2019,5:02:03 PM,,,,,U,EN,000,
SETS,01060001P0001,891078,SAP_WFRT,2/26/2019,5:03:42 PM,,,,,U,EN,000,
SETS,01060001P0001,891079,SAP_WFRT,2/26/2019,5:03:42 PM,,,,,U,EN,000,
SETS,01060001P0001,891081,SAP_WFRT,2/26/2019,5:03:42 PM,,,,,U,EN,000,
SETS,01060001P0001,891322,SAP_WFRT,2/26/2019,5:05:01 PM,,,,,U,EN,000,
SETS,01060001P0001,891324,SAP_WFRT,2/26/2019,5:05:01 PM,,,,,U,EN,000,
SETS,01060001P0001,891325,SAP_WFRT,2/26/2019,5:05:01 PM,,,,,U,EN,000,
SETS,01060001P0001,891463,SAP_WFRT,2/26/2019,5:05:46 PM,,,,,U,EN,000,
SETS,01060001P0001,891465,SAP_WFRT,2/26/2019,5:05:46 PM,,,,,U,EN,000,
SETS,01060001P0001,891466,SAP_WFRT,2/26/2019,5:05:46 PM,,,,,U,EN,000,
SETS,01060001P0001,891525,SAP_WFRT,2/26/2019,5:06:06 PM,,,,,U,EN,000,
SETS,01060001P0001,891526,SAP_WFRT,2/26/2019,5:06:06 PM,,,,,U,EN,000,
SETS,01060001P0001,891528,SAP_WFRT,2/26/2019,5:06:06 PM,,,,,U,EN,000,
SETS,01060001P0001,891681,SAP_WFRT,2/26/2019,5:06:56 PM,,,,,U,EN,000,
SETS,01060001P0001,891682,SAP_WFRT,2/26/2019,5:06:56 PM,,,,,U,EN,000,
SETS,01060001P0001,891684,SAP_WFRT,2/26/2019,5:06:56 PM,,,,,U,EN,000,
SETS,01060001P0001,891694,SAP_WFRT,2/26/2019,5:07:00 PM,,,,,U,EN,000,
SETS,01060001P0001,891696,SAP_WFRT,2/26/2019,5:07:00 PM,,,,,U,EN,000,
SETS,01060001P0001,891697,SAP_WFRT,2/26/2019,5:07:00 PM,,,,,U,EN,000,
SETS,01060001P0001,891853,SAP_WFRT,2/26/2019,5:07:50 PM,,,,,U,EN,000,
SETS,01060001P0001,891855,SAP_WFRT,2/26/2019,5:07:50 PM,,,,,U,EN,000,
SETS,01060001P0001,891856,SAP_WFRT,2/26/2019,5:07:50 PM,,,,,U,EN,000,
SETS,01060001P0001,892083,SAP_WFRT,2/26/2019,5:09:04 PM,,,,,U,EN,000,
SETS,01060001P0001,892084,SAP_WFRT,2/26/2019,5:09:04 PM,,,,,U,EN,000,
SETS,01060001P0001,892086,SAP_WFRT,2/26/2019,5:09:04 PM,,,,,U,EN,000,
SETS,01060001P0001,892105,SAP_WFRT,2/26/2019,5:09:11 PM,,,,,U,EN,000,
SETS,01060001P0001,892107,SAP_WFRT,2/26/2019,5:09:11 PM,,,,,U,EN,000,
SETS,01060001P0001,892108,SAP_WFRT,2/26/2019,5:09:11 PM,,,,,U,EN,000,
SETS,01060001P0001,892137,SAP_WFRT,2/26/2019,5:09:21 PM,,,,,U,EN,000,
SETS,01060001P0001,892138,SAP_WFRT,2/26/2019,5:09:21 PM,,,,,U,EN,000,
SETS,01060001P0001,892143,SAP_WFRT,2/26/2019,5:09:23 PM,,,,,U,EN,000,
SETS,01060001P0001,892144,SAP_WFRT,2/26/2019,5:09:23 PM,,,,,U,EN,000,
SETS,01060001P0001,892149,SAP_WFRT,2/26/2019,5:09:25 PM,,,,,U,EN,000,
SETS,01060001P0001,892150,SAP_WFRT,2/26/2019,5:09:25 PM,,,,,U,EN,000,
SETS,01060001P0001,892156,SAP_WFRT,2/26/2019,5:09:27 PM,,,,,U,EN,000,
SETS,01060001P0001,892158,SAP_WFRT,2/26/2019,5:09:27 PM,,,,,U,EN,000,
SETS,01060001P0001,892159,SAP_WFRT,2/26/2019,5:09:28 PM,,,,,U,EN,000,
SETS,01060001P0001,892161,SAP_WFRT,2/26/2019,5:09:28 PM,,,,,U,EN,000,
SETS,01060001P0001,892162,SAP_WFRT,2/26/2019,5:09:29 PM,,,,,U,EN,000,
SETS,01060001P0001,892164,SAP_WFRT,2/26/2019,5:09:29 PM,,,,,U,EN,000,
SETS,01060001P0001,892165,SAP_WFRT,2/26/2019,5:09:29 PM,,,,,U,EN,000,
SETS,01060001P0001,892173,SAP_WFRT,2/26/2019,5:09:32 PM,,,,,U,EN,000,
SETS,01060001P0001,892174,SAP_WFRT,2/26/2019,5:09:32 PM,,,,,U,EN,000,
SETS,01060001P0001,892185,SAP_WFRT,2/26/2019,5:09:36 PM,,,,,U,EN,000,
SETS,01060001P0001,892186,SAP_WFRT,2/26/2019,5:09:36 PM,,,,,U,EN,000,
SETS,01060001P0001,892188,SAP_WFRT,2/26/2019,5:09:37 PM,,,,,U,EN,000,
SETS,01060001P0001,892189,SAP_WFRT,2/26/2019,5:09:37 PM,,,,,U,EN,000,
SETS,01060001P0001,892197,SAP_WFRT,2/26/2019,5:09:40 PM,,,,,U,EN,000,
SETS,01060001P0001,892198,SAP_WFRT,2/26/2019,5:09:40 PM,,,,,U,EN,000,
SETS,01060001P0001,892203,SAP_WFRT,2/26/2019,5:09:42 PM,,,,,U,EN,000,
SETS,01060001P0001,892204,SAP_WFRT,2/26/2019,5:09:42 PM,,,,,U,EN,000,
SETS,01060001P0001,892209,SAP_WFRT,2/26/2019,5:09:44 PM,,,,,U,EN,000,
SETS,01060001P0001,892210,SAP_WFRT,2/26/2019,5:09:44 PM,,,,,U,EN,000,
SETS,01060001P0001,892212,SAP_WFRT,2/26/2019,5:09:45 PM,,,,,U,EN,000,
SETS,01060001P0001,892213,SAP_WFRT,2/26/2019,5:09:45 PM,,,,,U,EN,000,
SETS,01060001P0001,892224,SAP_WFRT,2/26/2019,5:09:49 PM,,,,,U,EN,000,
SETS,01060001P0001,892225,SAP_WFRT,2/26/2019,5:09:49 PM,,,,,U,EN,000,
SETS,01060001P0001,892227,SAP_WFRT,2/26/2019,5:09:49 PM,,,,,U,EN,000,
SETS,01060001P0001,892228,SAP_WFRT,2/26/2019,5:09:50 PM,,,,,U,EN,000,
SETS,01060001P0001,892230,SAP_WFRT,2/26/2019,5:09:50 PM,,,,,U,EN,000,
SETS,01060001P0001,892233,SAP_WFRT,2/26/2019,5:09:52 PM,,,,,U,EN,000,
SETS,01060001P0001,892234,SAP_WFRT,2/26/2019,5:09:52 PM,,,,,U,EN,000,
SETS,01060001P0001,892236,SAP_WFRT,2/26/2019,5:09:52 PM,,,,,U,EN,000,
SETS,01060001P0001,892237,SAP_WFRT,2/26/2019,5:09:53 PM,,,,,U,EN,000,
SETS,01060001P0001,892239,SAP_WFRT,2/26/2019,5:09:53 PM,,,,,U,EN,000,
SETS,01060001P0001,892240,SAP_WFRT,2/26/2019,5:09:53 PM,,,,,U,EN,000,
SETS,01060001P0001,892242,SAP_WFRT,2/26/2019,5:09:54 PM,,,,,U,EN,000,
SETS,01060001P0001,892243,SAP_WFRT,2/26/2019,5:09:54 PM,,,,,U,EN,000,
SETS,01060001P0001,892249,SAP_WFRT,2/26/2019,5:09:57 PM,,,,,U,EN,000,
SETS,01060001P0001,892251,SAP_WFRT,2/26/2019,5:09:57 PM,,,,,U,EN,000,
SETS,01060001P0001,892252,SAP_WFRT,2/26/2019,5:09:57 PM,,,,,U,EN,000,
SETS,01060001P0001,892281,SAP_WFRT,2/26/2019,5:10:07 PM,,,,,U,EN,000,
SETS,01060001P0001,892282,SAP_WFRT,2/26/2019,5:10:07 PM,,,,,U,EN,000,
SETS,01060001P0001,892287,SAP_WFRT,2/26/2019,5:10:09 PM,,,,,U,EN,000,
SETS,01060001P0001,892288,SAP_WFRT,2/26/2019,5:10:09 PM,,,,,U,EN,000,
SETS,01060001P0001,892293,SAP_WFRT,2/26/2019,5:10:11 PM,,,,,U,EN,000,
SETS,01060001P0001,892294,SAP_WFRT,2/26/2019,5:10:11 PM,,,,,U,EN,000,
SETS,01060001P0001,892299,SAP_WFRT,2/26/2019,5:10:13 PM,,,,,U,EN,000,
SETS,01060001P0001,892300,SAP_WFRT,2/26/2019,5:10:13 PM,,,,,U,EN,000,
SETS,01060001P0001,892302,SAP_WFRT,2/26/2019,5:10:13 PM,,,,,U,EN,000,
SETS,01060001P0001,892309,SAP_WFRT,2/26/2019,5:10:16 PM,,,,,U,EN,000,
SETS,01060001P0001,892311,SAP_WFRT,2/26/2019,5:10:16 PM,,,,,U,EN,000,
SETS,01060001P0001,892312,SAP_WFRT,2/26/2019,5:10:16 PM,,,,,U,EN,000,
